dataset,reuse_target,actual_reuse,main_memory_gb,global_buffer_mb,policy,policy_label,h2,h_dram,h_disk,hit_rate,h2_rate,h_dram_rate,h_disk_rate,total_energy_mJ,total_latency_ms,energy_nJ_per_query,latency_us_per_query
quora,1.91,1.9085499219403081,16,128,no_cache,No Cache,0,0,1000000,0.0,0.0,0.0,1.0,64.74304000000001,100001.62581433223,647.4304000000001,1000.0162581433224
quora,1.91,1.9085499219403081,16,128,lfu_l1,LFU L1 (SRAM),385507,0,614493,0.385507,0.385507,0.0,0.614493,44.237028293760005,61450.443616651464,442.37028293760005,614.5044361665147
quora,1.91,1.9085499219403081,16,128,lfu_l2,LFU L2 (DRAM),0,476042,523958,0.476042,0.0,0.476042,0.523958,59.982620000000004,52397.425814332244,599.8262,523.9742581433225
quora,1.91,1.9085499219403081,16,128,lfu_l1_l2,LFU L1/L2,385507,90535,523958,0.476042,0.385507,0.090535,0.523958,43.33167829376,52396.943616651464,433.31678293759995,523.9694361665147
quora,1.91,1.9085499219403081,16,128,opt_two_tier,OPT L1/L2,411153,64889,523958,0.476042,0.411153,0.064889,0.523958,42.223968055040004,52396.91153826709,422.2396805504,523.9691153826709
fever,2.41,2.402818024979696,1,128,no_cache,No Cache,0,0,1000000,0.0,0.0,0.0,1.0,64.74304000000001,100001.62581433223,647.4304000000001,1000.0162581433224
fever,2.41,2.402818024979696,1,128,lfu_l1,LFU L1 (SRAM),533652,0,466348,0.533652,0.533652,0.0,0.466348,36.35685204736,46635.75831476221,363.5685204736,466.3575831476221
fever,2.41,2.402818024979696,1,128,lfu_l2,LFU L2 (DRAM),0,583822,416178,0.583822,0.0,0.583822,0.416178,58.90482,41619.425814332244,589.0482,416.19425814332243
fever,2.41,2.402818024979696,1,128,lfu_l1_l2,LFU L1/L2,533652,50170,416178,0.583822,0.533652,0.05017,0.416178,35.85515204736,41618.75831476221,358.5515204736,416.18758314762215
fever,2.41,2.402818024979696,1,128,opt_two_tier,OPT L1/L2,547098,36724,416178,0.583822,0.547098,0.036724,0.416178,35.274388112640004,41618.7414963127,352.74388112639997,416.1874149631271
fever,2.41,2.402818024979696,2,128,no_cache,No Cache,0,0,1000000,0.0,0.0,0.0,1.0,64.74304000000001,100001.62581433223,647.4304000000001,1000.0162581433224
fever,2.41,2.402818024979696,2,128,lfu_l1,LFU L1 (SRAM),533652,0,466348,0.533652,0.533652,0.0,0.466348,36.35685204736,46635.75831476221,363.5685204736,466.3575831476221
fever,2.41,2.402818024979696,2,128,lfu_l2,LFU L2 (DRAM),0,583822,416178,0.583822,0.0,0.583822,0.416178,58.90482,41619.425814332244,589.0482,416.19425814332243
fever,2.41,2.402818024979696,2,128,lfu_l1_l2,LFU L1/L2,533652,50170,416178,0.583822,0.533652,0.05017,0.416178,35.85515204736,41618.75831476221,358.5515204736,416.18758314762215
fever,2.41,2.402818024979696,2,128,opt_two_tier,OPT L1/L2,547098,36724,416178,0.583822,0.547098,0.036724,0.416178,35.274388112640004,41618.7414963127,352.74388112639997,416.1874149631271
fever,2.41,2.402818024979696,4,128,no_cache,No Cache,0,0,1000000,0.0,0.0,0.0,1.0,64.74304000000001,100001.62581433223,647.4304000000001,1000.0162581433224
fever,2.41,2.402818024979696,4,128,lfu_l1,LFU L1 (SRAM),533652,0,466348,0.533652,0.533652,0.0,0.466348,36.35685204736,46635.75831476221,363.5685204736,466.3575831476221
fever,2.41,2.402818024979696,4,128,lfu_l2,LFU L2 (DRAM),0,583822,416178,0.583822,0.0,0.583822,0.416178,58.90482,41619.425814332244,589.0482,416.19425814332243
fever,2.41,2.402818024979696,4,128,lfu_l1_l2,LFU L1/L2,533652,50170,416178,0.583822,0.533652,0.05017,0.416178,35.85515204736,41618.75831476221,358.5515204736,416.18758314762215
fever,2.41,2.402818024979696,4,128,opt_two_tier,OPT L1/L2,547098,36724,416178,0.583822,0.547098,0.036724,0.416178,35.274388112640004,41618.7414963127,352.74388112639997,416.1874149631271
fever,2.41,2.402818024979696,8,128,no_cache,No Cache,0,0,1000000,0.0,0.0,0.0,1.0,64.74304000000001,100001.62581433223,647.4304000000001,1000.0162581433224
fever,2.41,2.402818024979696,8,128,lfu_l1,LFU L1 (SRAM),533652,0,466348,0.533652,0.533652,0.0,0.466348,36.35685204736,46635.75831476221,363.5685204736,466.3575831476221
fever,2.41,2.402818024979696,8,128,lfu_l2,LFU L2 (DRAM),0,583822,416178,0.583822,0.0,0.583822,0.416178,58.90482,41619.425814332244,589.0482,416.19425814332243
fever,2.41,2.402818024979696,8,128,lfu_l1_l2,LFU L1/L2,533652,50170,416178,0.583822,0.533652,0.05017,0.416178,35.85515204736,41618.75831476221,358.5515204736,416.18758314762215
fever,2.41,2.402818024979696,8,128,opt_two_tier,OPT L1/L2,547098,36724,416178,0.583822,0.547098,0.036724,0.416178,35.274388112640004,41618.7414963127,352.74388112639997,416.1874149631271
fever,2.41,2.402818024979696,16,128,no_cache,No Cache,0,0,1000000,0.0,0.0,0.0,1.0,64.74304000000001,100001.62581433223,647.4304000000001,1000.0162581433224
fever,2.41,2.402818024979696,16,128,lfu_l1,LFU L1 (SRAM),533652,0,466348,0.533652,0.533652,0.0,0.466348,36.35685204736,46635.75831476221,363.5685204736,466.3575831476221
